age,income,credit_score,num_accounts,account_age_years,savings,loan_amount,label
52,76186.68874471015,839,3,2.936300949111339,10512.250956440048,40389.78818145838,0
42,167298.2308789727,792,1,6.325348761158183,23311.36896094655,59595.94817804976,0
54,20000.0,705,5,4.319199295514334,8903.204562260722,11865.06395035066,0
67,56975.42932183517,635,2,1.3969759664634704,5409.747168518762,38280.59390715971,0
41,21579.216787328205,769,6,1.4996672861687057,3462.9960630991436,14753.933756642928,0
41,24595.03059026676,739,3,4.332269112902683,3945.244097945441,23204.812635514085,0
68,22608.582292015966,789,4,11.326872270989835,882.3663797447343,0.0,0
56,20000.0,763,2,18.259487409744985,0.0,20625.672738473306,0
37,37752.88978547233,804,0,0.7030263463968752,7277.805985909193,0.0,0
53,20000.0,646,3,3.995181477733339,2694.980140723082,20101.154476361895,0
38,45087.731543486545,831,5,0.8450672117499732,9264.362078705832,10543.581038530518,0
38,34884.90567343716,719,3,0.13385342190093222,2564.73431881974,29898.739962743537,0
48,29996.667241012485,850,2,8.671019438389116,10603.60658021711,9225.308699072437,0
18,20000.0,631,3,7.379465303636421,0.0,13844.369461437134,1
19,22892.91917841138,850,3,1.423632358819497,11994.13929685117,0.0,1
36,66457.1714396532,719,2,2.1306303669435653,1230.3931668066725,35023.95152737003,0
29,54216.130296577845,634,2,0.19194643719046922,10306.269867271132,37074.16567032779,0
49,20000.0,651,3,14.411919126169076,5377.153412633117,20108.758903642534,0
31,39319.106269792384,667,2,29.412634037003368,1920.0806007644464,25287.393985817922,0
23,66244.6309763134,742,1,1.164457357015927,12058.664335752073,37635.06926448691,1
66,20000.0,752,2,2.1062597102269978,9397.593348800794,10623.074271307854,0
41,56088.616355380196,642,4,16.22448506501774,0.0,36745.672466323325,0
46,21373.36912916429,697,4,20.879819593679322,5719.7294068287165,43411.376619554714,0
23,57324.24487125688,850,4,4.352679506268634,0.0,2960.447092537832,1
36,20000.0,850,3,0.4155899449167201,0.0,0.0,0
46,20000.0,743,3,0.32150950824683333,11145.831824504727,24535.89664798607,1
27,20000.0,703,1,6.825586034824987,91.08983303972991,13913.569387058966,1
50,37739.70330462999,712,4,3.992429602950889,0.0,21939.535713962796,0
35,44702.20022281388,761,2,0.2325673734368568,5715.641388498672,14499.096285533022,0
40,20000.0,597,2,7.002195982158125,13339.531690817761,28701.998592324875,1
35,60528.76387720415,674,2,0.09093516529934587,0.0,51744.010284124655,0
72,20000.0,533,6,12.385687377537478,0.0,45721.284586181195,1
44,34445.58670857105,739,1,2.927257414977858,12653.996422183789,30055.911131441084,0
29,20000.0,764,2,0.3287262702037393,12288.511717688662,437.7294420735452,1
57,21558.622117165494,651,2,7.100697604571745,2716.6371961234045,14856.049269620955,0
26,37718.989129078,850,2,4.055789940132489,0.0,0.0,0
48,20000.0,577,5,29.136093162639867,13479.217509045795,25206.19178917246,1
18,26698.3104835389,553,3,6.285585822255422,11976.958531276818,47276.52500891826,1
25,81229.53953496095,722,1,2.575308667493444,15579.165869055307,42338.32701797199,1
47,22890.711694007885,804,3,9.887530208536957,0.0,9252.080878681127,0
56,70866.54147586688,850,5,2.5340534034296143,10384.834517189847,21036.95960557953,0
47,20000.0,654,4,18.767556717977282,2198.1995947758496,18711.14457424594,0
43,55483.632278181394,807,4,3.7564710477817167,9976.801364805098,22992.67850747226,0
40,115065.27977683894,696,5,6.385725249168647,24514.79915718252,57578.36672785783,0
22,20000.0,682,2,0.4151739488784988,7397.085205687015,6641.132125895272,0
34,20000.0,788,3,4.442696967331621,0.0,15196.476878373482,0
38,57621.883807556274,765,2,14.287660566436482,15525.764821231129,35110.91385181356,0
60,30870.72772775198,542,8,13.104707798972182,6196.269859228573,35910.215428691896,1
50,48869.88801124149,847,3,2.03210685655484,10765.812180980805,21967.972524578283,0
18,22399.901726581924,838,4,2.0502845563149137,10692.689555380302,36066.51496270011,1
49,38920.32279130104,637,5,13.599511137394828,280.1471711274007,31932.668907521394,0
39,32063.006904860584,739,4,21.3197441054623,4630.323142196773,24651.972571511415,0
34,92431.73484133041,749,3,0.8017537829100274,11207.487469403486,30448.94961578521,0
54,44513.00508864852,726,3,4.783548988625784,0.0,27566.41315261506,0
60,47575.92474785061,644,1,3.293325684950853,8869.93860020219,39475.49367417822,0
58,26121.09298061557,632,4,16.364245698011125,16475.946705014452,31584.75129688605,0
32,24585.571384067007,697,4,0.6977631733237444,0.0,12478.718218131535,0
40,25692.47559843319,817,3,1.8971887511308887,3692.4682845176267,13071.360392784463,0
49,49789.615337210395,754,2,11.169734209697154,10671.156975955426,39158.84398833949,0
59,25931.46604095353,662,5,0.4212493518030001,4505.110914423935,31065.79745743133,0
37,45789.948709092336,777,1,5.426626289517019,6302.8520437851475,30656.856503446106,0
42,191055.76713023437,415,7,4.668705227382159,22162.28325230603,98446.61043894403,1
28,72904.07119584961,814,3,3.2565452863515003,12099.54439407826,32970.22375299199,0
27,27978.207268208545,526,4,4.014561230968622,412.9112051516504,43586.14056262782,1
57,94937.22263034314,663,2,6.0391694518437165,3290.974869658703,37672.05949223062,0
65,26200.65531823485,588,0,1.4078601685465466,9903.05940030388,37245.4066434592,1
43,20000.0,570,4,6.788979626145508,7791.929099210212,24083.033365596893,1
60,20000.0,816,3,13.095802040779185,3258.304884255399,3071.1972511520808,0
50,20000.0,653,4,11.422296970764,4145.373441028513,27593.28307292374,0
35,27413.454520986834,734,3,1.3369408832791119,9483.608241725833,22796.479090097288,0
50,36854.5625237312,695,1,1.2930907385416976,6649.8826624500925,14664.044106348068,0
68,138850.0495813001,747,0,2.4977040055878823,25347.595211001586,62494.872586218786,0
44,47171.34543650437,707,3,3.5837421925892476,5588.290811106405,34171.46641395604,0
68,30476.756099434744,571,2,4.200148028431152,11131.432107784945,29995.742473721584,0
18,70511.03243145706,799,6,9.10790826524121,12180.58349438198,10877.461764945365,1
57,20000.0,650,2,0.4668013561710338,3970.25971802937,24550.954209185686,0
46,43848.318327151435,544,4,0.2823045483362373,226.94230551255532,39295.058359533825,0
40,67284.96951545651,657,3,3.979466459303791,11527.52469882702,40616.89542516718,0
46,20000.0,850,7,9.556502860264649,0.0,2368.833388444335,0
18,90671.9416214085,785,5,1.7197697176523512,10409.377610568805,13627.013878972451,1
41,47609.95352347242,665,4,8.20671295230421,3064.6148869402555,28899.51667403014,0
50,26049.911995377537,665,1,2.4069829897778625,0.0,23258.782487930133,1
67,60248.050433853256,667,6,17.37849965176342,19661.064580162798,42711.02537789656,0
37,223363.16898433148,850,1,18.08310007991298,40161.170657591734,60026.953949188945,0
32,42002.86058222566,738,2,2.822456092702232,15902.266598055156,40587.60490839336,0
37,44292.75811820482,743,1,2.0908532194500493,529.4386199529035,4871.421928943877,0
58,25147.43746728103,803,3,4.238762481224023,4128.3843696466165,25355.90621821055,0
49,20000.0,723,2,2.201092356946964,0.0,16456.810291218953,0
37,70563.52544593069,674,1,8.927300878543535,7106.054430904282,47364.906357214764,0
52,20000.0,680,0,13.992574393291003,0.0,23798.01484058733,1
46,38455.34549220702,692,1,8.944615149508643,11966.221856038861,38732.1590079168,0
59,24782.029252974284,696,1,13.914115572212799,1736.155997437343,18960.98913036417,0
34,53272.943818084874,772,5,4.046600674734956,13332.838241182813,12795.678893647339,0
40,47426.18039573401,705,2,1.3598273011004762,10134.53150730269,42932.89699143083,0
39,83285.68423032097,773,6,10.71378855257514,24011.04639507209,31550.898810274877,0
23,24148.725440961673,691,2,3.5762303351647495,0.0,25360.202368530612,0
49,29263.610239320184,707,5,8.900168353609885,10685.707734832022,35426.602212244004,0
48,20000.0,500,2,2.5247459714679645,8732.204352003639,30680.447579055653,1
45,25452.401828821705,791,1,0.6777525000315061,0.0,19490.629525039083,0
41,49111.10181498105,734,1,39.23054584454033,12402.331954612955,20434.382979865404,0
23,66542.15218751803,799,2,1.358732530916813,11662.047643258848,23740.95209981169,0
38,20000.0,410,3,35.66849316015023,1862.6187002329611,50722.78965384289,1
39,72815.5445976434,850,2,30.276053736860028,6802.65425478651,6842.444764823658,0
32,107420.92634944225,686,1,12.63197207249501,12517.591695170406,40837.90747662833,0
42,50551.50126278112,810,5,8.616911436728211,17831.785668346798,32676.179302965727,0
51,162988.78113808122,596,5,6.8983427403946065,24451.7312654996,83158.54622727231,1
73,20000.0,761,2,16.08538854107934,6910.650007657296,14273.604226727652,0
