age,income,credit_score,num_accounts,account_age_years,savings,loan_amount,label
75,44625.38343504899,583,3,5.806033306574821,2944.4614143881863,40699.330701622544,1
40,28266.82439440567,670,2,4.738458044345489,7493.1024812409,34649.552970349774,0
31,19052.642280584572,746,0,14.702586617219543,0.0,25124.723829490704,1
42,26852.403434178817,650,1,0.25552117746472136,7427.28908158288,31017.42900281422,1
27,82843.3077739032,727,0,17.214044154256054,14277.355553954822,20289.872787160803,1
40,39374.58820226215,839,3,2.3766154140841054,0.0,14718.28872968761,0
19,30199.351671978122,743,0,10.87448411912529,10638.508995417298,4178.770839612313,1
31,51724.24696567776,682,2,4.413713890773651,701.2809553410289,17977.64572072361,1
18,36993.34719949137,836,1,2.9632000777139997,10546.610133756241,1972.918861020169,1
66,18000.0,758,2,8.121024265876457,3650.852389465686,26787.92310516262,0
47,71126.55644461606,701,0,12.451117409994675,8650.174242904119,43692.04130032796,0
77,20473.066216964395,693,7,5.080632474754707,0.0,26380.14820396757,0
64,26757.579734377883,661,3,5.34137566911109,6256.828709949359,18651.09372845196,1
66,18000.0,794,2,0.5156069187086559,0.0,7194.470780934676,0
43,80890.47705604229,798,4,21.90423695575731,20190.197185282224,15464.700319645428,0
54,41707.25783879405,841,1,15.951460389799012,14139.864910027443,28881.564525839214,0
30,48562.748507962475,749,4,4.313629749807818,17622.243887189976,49829.29012074157,0
36,80267.16389506409,642,5,12.30765685631101,14528.130845662105,52845.40336227424,0
46,80923.87420560351,738,3,3.19453322851849,10521.961039906306,44895.69732485106,0
18,18975.681044099892,640,2,11.142622271541368,1254.693483032041,26183.899592345904,1
37,37478.21695334556,719,0,6.180354768097349,3775.989215721765,7559.27125529512,0
59,34147.41389170054,850,0,5.2496595368641,6951.619452646729,1302.085609528047,1
37,31207.850123340184,831,4,0.49455795550557813,7612.899553266045,6550.20349996689,1
33,18000.0,801,0,28.59855069604111,10269.386196101386,6487.183884359693,1
39,143454.97703767437,699,4,15.440396613899221,23073.53681960409,53556.712967405925,0
58,97096.07812242258,800,5,13.403760243168033,7116.008516386262,35875.07061223824,0
52,56457.817656822655,631,2,3.0916443250525933,6588.725266320214,31145.06349976285,0
42,134451.9348153111,541,0,2.9062627986425436,30847.420250788917,97970.06511956236,1
46,58146.061350869066,731,1,7.237100471511314,0.0,15501.164853810633,0
60,27779.525457051655,660,6,15.914150959011579,8879.623835536553,38322.05787593407,1
68,24824.666908153544,850,1,23.185173409664777,1628.508023803924,4815.244929746835,1
37,53446.554682674134,850,0,2.662580224557296,3250.66288683074,21659.210999509312,0
44,18000.0,626,2,7.947514416560174,5253.66629467275,34689.26353895388,0
67,84402.23372321484,778,3,10.939519558200468,22870.075549450965,35452.1679855238,0
54,18000.0,484,7,2.18186654109402,4922.665060699026,31542.92177640413,1
22,105583.29349975196,739,3,4.448487432117817,15318.06169971288,40733.38373085209,1
30,59389.11221113366,736,4,1.764665468341619,1725.9625161431713,32240.672779644206,0
31,236380.46098343056,592,4,10.202802515417796,37227.778790732475,101538.71509298879,1
38,43961.80704778689,720,1,16.94493497357306,0.0,16023.708462211647,0
52,69089.55838032397,599,3,17.849360236017613,9194.784012330456,61976.10014735766,1
78,71836.04540852936,795,1,9.425921705168495,11115.421375015076,614.8663915496109,1
44,18000.0,722,4,3.624497752727692,0.0,16268.62623458898,1
57,18000.0,850,4,9.195931417910883,11209.933227527321,0.0,0
65,18000.0,533,5,16.975040159458064,0.0,40868.819579951116,1
71,35914.834415637946,606,3,8.356469723200691,4630.618299477902,47937.583084896454,1
65,36794.523291499245,648,6,4.526644298120458,9090.123201514978,17139.6430974169,0
33,38267.33818627964,755,3,21.447761534987855,13974.072418879814,47727.53239291958,1
21,59245.43981273588,731,2,15.326548508069713,4726.352331800749,33081.421348484604,0
35,18293.68499333044,748,1,18.19651057836957,0.0,20580.00623898259,1
48,82210.67760808473,630,7,19.847719817028313,19625.690713361277,32748.012369684722,0
33,55770.563648166026,492,8,4.254807749042196,1426.320865149306,54366.63565926323,1
18,166318.32632615985,618,2,16.69007008655278,28767.591673687944,86607.10419780637,1
25,55791.891929205834,850,5,7.180660515491517,11456.240909486809,19604.62379245926,1
90,34683.56730572741,633,3,0.33070180874880917,0.0,35079.05717577159,1
42,284961.02741380566,721,5,8.586291510162289,35904.74375694226,101312.4632428175,0
76,34208.73346238563,708,2,5.406397260352315,2708.5301136788885,10356.706365041906,0
42,48777.77897810864,722,4,2.735274244158631,0.0,13340.31610151569,0
59,55983.58955738864,555,1,29.9149976378274,929.0666716377063,61192.51115583829,1
43,89724.75932694295,791,3,0.4814853612726906,15093.232853070873,43714.82915672635,0
46,40184.64003044597,691,4,24.790277741811032,5898.640492323746,40485.221306578365,0
59,513333.3677920941,850,2,1.4745903761963017,83949.26543060069,150082.32353369836,0
39,21490.538664445707,660,2,4.022113185583736,6133.812058684425,24878.821613120064,0
