age,income,credit_score,num_accounts,account_age_years,savings,loan_amount,label
44,15000.0,515,5,14.356674282612055,0.0,67811.09692155075,1
61,22278.060651964926,689,7,1.9767037703935135,4860.709923598678,35454.21925759637,1
25,39178.5698379522,724,5,2.6998537687920936,1422.5549817708088,45803.75085820009,0
59,15000.0,577,2,5.019495115911523,0.0,34003.22891597888,1
60,116417.88633339047,723,7,3.777046203988623,20127.380648488488,41931.47945334344,0
63,19639.56402576649,603,5,3.8809446259985654,5256.972616653151,41294.83759624262,1
83,15000.0,641,5,1.854378363982209,811.1885935275277,6574.498283025634,0
33,112257.19415842793,850,3,3.4795740534854795,17962.476293287014,44506.91511500703,0
41,15000.0,655,2,0.19858470630789107,7337.3714889792245,17313.483619471303,1
28,15000.0,653,5,6.403857631004801,224.71552874230883,21071.36830431336,1
43,66831.62779298807,717,5,14.635683931181143,2124.250800676262,44545.208514160746,0
58,182149.98415678332,841,10,19.822957329451995,29055.954054677954,49433.82146424013,0
57,44091.16464618924,694,5,17.171821500089152,2065.6042355127793,22695.816731635186,0
77,15000.0,627,4,5.386383688611845,7887.460430906687,33548.43538259002,1
54,82612.96655563604,775,5,13.109141286698122,5513.853176696166,14799.040217214835,0
45,17834.357264400824,805,4,3.3952397216619246,0.0,10202.644978523746,1
23,139373.1797089358,848,5,0.5716573792071803,31174.762664682876,51750.58614444335,0
62,23026.838204403874,695,6,11.269238824565761,705.9201617563431,36161.66138339753,1
41,143305.59893362148,761,3,10.463884968263784,14666.840079678186,56626.037769702234,0
62,21996.28675208927,802,4,16.176182577238297,11060.934788926685,0.0,0
36,15891.207040154437,723,6,9.573893446051162,6737.466608150877,5250.258680461049,1
69,15000.0,850,4,1.706597704934469,0.0,716.1499817044969,0
52,16456.736652930074,784,4,19.18428010667327,10746.724612356797,2603.9397051270444,0
64,44923.85314041394,850,5,9.868548049593615,0.0,16903.855784419837,0
52,40967.460991230386,819,3,16.482291528060415,0.0,19613.689168483776,0
26,75656.82570672537,449,5,14.876943760405407,7408.153303325947,41977.19035774111,1
37,161615.75019013585,648,3,3.536288554448907,38226.55895693536,69644.44577865735,0
19,37586.485945989276,489,3,0.7747838777704353,4950.545772333599,55507.89543081358,1
48,39390.36303466058,616,10,1.9419708346448847,0.0,48723.6237549123,1
18,138062.40935537775,651,3,0.974610590320895,18372.004745342754,62478.64949323718,1
50,47916.6584010424,812,4,2.7893699842777133,1355.0745544517968,37952.75636825623,0
18,15000.0,642,2,6.1532035326186705,0.0,20756.776001987244,1
61,19408.032312008847,850,5,23.731213511176836,9500.465192234824,0.0,0
22,15000.0,613,3,20.558715564291393,0.0,40146.41090093049,1
25,15000.0,662,6,12.679774772150992,7541.900058158353,0.0,0
72,15000.0,538,4,0.24407821683673375,10922.74793895014,38593.968390685885,1
51,55337.24035868731,850,3,4.176225127584919,16697.76948676251,17415.42674869935,0
61,155412.20526088562,850,3,11.468001776678856,3076.193882946387,71511.48526485931,0
24,15000.0,682,2,1.3814647930349047,0.0,38802.878142492074,1
64,15000.0,507,2,16.148920090950103,803.9434986014846,50872.021647802554,1
42,112619.56171287417,672,2,24.601010288039262,21623.52704659301,71723.22340097252,0
47,21140.279193610884,730,6,4.371174703733923,0.0,28722.095370499195,1
74,49419.31967437579,617,6,12.236418508814538,4962.615753296259,39370.51467804863,1
21,88588.7291947537,850,5,1.604083731938206,6951.469207124506,5821.934805613928,1
63,15526.561981493438,850,4,11.738201626265035,0.0,39001.165037372404,0
52,15892.607688276054,472,4,0.21688925771847498,1702.4965837709128,42903.86928105114,1
